No,Student ID,Level Cohort,Term No / Semester No,Session,GPA,CGPA,Academic Status,Academic Awards,Credit Hours Earned,Credit Hours Remaining,Credit Hours Progression
1935,0025803,DECE1904,6,202101,3.67,2.91,Good Standing,,83,7,92
1936,0025803,DECE1904,7,202105,3.5,2.97,Good Standing,,91,0,100
1937,0022126,DECE1604,1,201604,2.98,2.98,Good Standing,,17,73,19
1938,0022126,DECE1604,2,201608,2.75,2.87,Good Standing,,36,54,40
1939,0022126,DECE1604,3,201701,2,2.75,Good Standing,,40,50,44
1940,0022126,DECE1604,4,201704,2.75,2.75,Good Standing,,60,30,67
1941,0022126,DECE1604,5,201708,3.18,2.86,Good Standing,,77,13,86
1942,0022126,DECE1604,6,201801,2.89,2.86,Good Standing,,86,4,96
1943,0022126,DECE1604,7,201804,2.67,2.85,Good Standing,,90,0,100
1944,0029435,DECE2301,1,202301,2.82,2.82,Good Standing,,19,71,21
1945,0029435,DECE2301,2,202306,2.25,2.65,Good Standing,,25,65,28
1946,0029435,DECE2301,3,202308,3.08,2.81,Good Standing,,41,49,46
1947,0029435,DECE2301,4,202401,3.04,2.88,Good Standing,,57,33,63
1948,0029435,DECE2301,5,202406,2.9,2.97,Good Standing,,67,23,74
1949,0029435,DECE2301,6,202408,2.73,2.92,Good Standing,,82,8,91
1950,0029435,DECE2301,7,202501,3.5,2.97,Good Standing,,90,0,100
1951,0031244,DDB2506,1,202506,3.08,3.08,Good Standing,,8,82,9
1952,0023219,DECE1704,1,201704,2.9,2.9,Good Standing,,17,73,19
1953,0023219,DECE1704,2,201708,2.39,2.62,Good Standing,,36,54,40
1954,0023219,DECE1704,3,201801,3.33,2.7,Good Standing,,40,50,44
1955,0023219,DECE1704,4,201804,2.61,2.67,Good Standing,,61,29,68
1956,0023219,DECE1704,5,201808,2.91,2.73,Good Standing,,79,11,88
1957,0023219,DECE1704,6,201901,2.33,2.7,Good Standing,,87,3,97
1958,0023219,DECE1704,7,201904,3,2.72,Good Standing,,91,0,100
1959,0028611,DSW_PT2208,1,202208,2.34,2.34,Good Standing,,12,78,13
1960,0028611,DSW_PT2208,2,202301,2.73,2.52,Good Standing,,23,67,26
1961,0028611,DSW_PT2208,3,202305,3.33,2.67,Good Standing,,28,62,31
1962,0028611,DSW_PT2208,4,202308,2.97,2.76,Good Standing,,40,50,44
1963,0028611,DSW_PT2208,5,202401,3.39,2.9,Good Standing,,51,39,57
1964,0028611,DSW_PT2208,6,202406,3.67,2.95,Good Standing,,55,35,61
1965,0028611,DSW_PT2208,7,202408,3.09,2.98,Good Standing,,67,23,74
1966,0028611,DSW_PT2208,8,202501,3.19,3,Good Standing,,76,14,84
1967,0028611,DSW_PT2208,9,202506,3.67,3.03,Good Standing,,80,10,89
1968,0022350,DECE1608,1,201608,2.83,2.83,Good Standing,,16,74,18
1969,0022350,DECE1608,2,201701,2.89,2.86,Good Standing,,25,65,28
1970,0022350,DECE1608,3,201704,2.88,2.86,Good Standing,,44,46,49
1971,0022350,DECE1608,4,201708,2.58,2.78,Good Standing,,62,28,69
1972,0022350,DECE1608,5,201801,3,2.79,Good Standing,,66,24,73
1973,0022350,DECE1608,6,201804,2.92,2.83,Good Standing,,86,4,96
1974,0022350,DECE1608,7,201808,2.33,2.8,Good Standing,,90,0,100
1975,0022099,DECE1608,1,201608,3.08,3.08,Good Standing,,16,74,18
1976,0022099,DECE1608,2,201701,3,3.05,Good Standing,,25,65,28
1977,0022099,DECE1608,3,201704,3.29,3.15,Good Standing,,44,46,49
1978,0022099,DECE1608,4,201708,3.25,3.18,Good Standing,,62,28,69
1979,0022099,DECE1608,5,201801,2.67,3.15,Good Standing,,66,24,73
1980,0022099,DECE1608,6,201804,3.25,3.17,Good Standing,,86,4,96
1981,0022099,DECE1608,7,201808,3.67,3.2,Good Standing,,90,0,100
1982,0026091,DECE1908,1,201908,3.13,3.13,Good Standing,,18,72,20
1983,0026091,DECE1908,2,202001,2.96,3.07,Good Standing,,26,64,29
1984,0026091,DECE1908,3,202004,3.1,3.08,Good Standing,,44,46,49
1985,0026091,DECE1908,4,202008,3.06,3.08,Good Standing,,63,27,70
1986,0026091,DECE1908,5,202101,3.77,3.24,Good Standing,Dean's List,82,8,91
1987,0026091,DECE1908,6,202105,4,3.28,Good Standing,,86,4,96
1988,0026091,DECE1908,7,202108,3.33,3.28,Good Standing,,90,0,100
1989,0029177,DSW_PT2208,1,202208,4,4,Good Standing,,11,79,12
1990,0029177,DSW_PT2208,2,202301,3.91,3.94,Good Standing,Dean's List,25,65,28
1991,0029177,DSW_PT2208,3,202305,3.73,3.9,Good Standing,,30,60,33
1992,0029177,DSW_PT2208,4,202308,3.92,3.91,Good Standing,Dean's List,42,48,47
1993,0029177,DSW_PT2208,5,202401,3.94,3.91,Good Standing,,53,37,59
1994,0029177,DSW_PT2208,6,202406,4,3.92,Good Standing,,57,33,63
1995,0029177,DSW_PT2208,7,202408,4,3.92,Good Standing,,60,30,67
1996,0031230,DCS2501,1,202501,3.77,3.77,Good Standing,Dean's List,17,73,19
1997,0031230,DCS2501,2,202506,3.88,3.8,Good Standing,,25,65,28
1998,0031344,DECE2506,1,202506,2,2,Good Standing,,0,90,0
1999,0031498,DDB2506,1,202506,3.08,3.08,Good Standing,,8,82,9
2000,0024894,DECE1804,1,201804,3.4,3.4,Good Standing,,18,72,20
2001,0024894,DECE1804,2,201808,3.21,3.3,Good Standing,,38,52,42
2002,0024894,DECE1804,3,201901,3.67,3.34,Good Standing,,42,48,47
2003,0024894,DECE1804,4,201904,3.26,3.32,Good Standing,,61,29,68
2004,0024894,DECE1804,5,201908,3.29,3.31,Good Standing,,78,12,87
2005,0024894,DECE1804,6,202001,3.88,3.38,Good Standing,,86,4,96
2006,0024894,DECE1804,7,202004,4,3.41,Good Standing,,90,0,100
2007,0029934,DCS2308,1,202308,4,4,Good Standing,President's List,17,73,19
2008,0029934,DCS2308,2,202401,3.82,3.91,Good Standing,Dean's List,34,56,38
2009,0029934,DCS2308,3,202406,4,3.93,Good Standing,,42,48,47
2010,0029934,DCS2308,4,202408,4,3.95,Good Standing,President's List,60,30,67
2011,0029934,DCS2308,5,202501,4,3.96,Good Standing,President's List,76,14,84
2012,0029934,DCS2308,6,202506,4,3.96,Good Standing,,84,6,93
2013,0023228,DSW_PT1704,1,201704,3,3,Good Standing,,12,78,13
2014,0023228,DSW_PT1704,2,201708,3,3,Good Standing,,24,66,27
2015,0023228,DSW_PT1704,3,201801,2.22,2.84,Good Standing,,30,60,33
2016,0023228,DSW_PT1704,4,201804,2.26,2.71,Good Standing,,42,48,47
2017,0023228,DSW_PT1704,5,201808,2,2.56,Good Standing,,55,35,61
2018,0023228,DSW_PT1704,6,201901,3.11,2.62,Good Standing,,61,29,68
2019,0023228,DSW_PT1704,7,201904,3,2.67,Good Standing,,71,19,79
2020,0023228,DSW_PT1704,8,201908,2.76,2.68,Good Standing,,84,6,93
2021,0023228,DSW_PT1704,9,202001,2.76,2.69,Good Standing,,91,0,100
2022,0027846,DECE2101,1,202101,3.94,3.94,Good Standing,Dean's List,18,72,20
2023,0027846,DECE2101,2,202105,3.78,3.88,Good Standing,,27,63,30
2024,0027846,DECE2101,3,202108,3.34,3.7,Good Standing,,43,47,48
2025,0027846,DECE2101,4,202201,3.12,3.5,Good Standing,,63,27,70
2026,0027846,DECE2101,5,202205,2,3.4,Good Standing,,67,23,74
2027,0027846,DECE2101,6,202208,3.71,3.46,Good Standing,Dean's List,86,4,96
2028,0027846,DECE2101,7,202301,3.33,3.46,Good Standing,,90,0,100
2029,0022082,DECE1604,1,201604,1.33,1.33,Warning,,11,79,12
2030,0022082,DECE1604,2,201608,1.76,1.97,Probation,,26,64,29
2031,0022082,DECE1604,3,201701,2.56,2.14,Good Standing,,35,55,39
2032,0022082,DECE1604,4,201704,2.35,2.22,Good Standing,,55,35,61
2033,0022082,DECE1604,5,201708,2.41,2.26,Good Standing,,71,19,79
2034,0022082,DECE1604,6,201801,3.33,2.32,Good Standing,,75,15,83
2035,0022082,DECE1604,7,201804,3.04,2.4,Good Standing,,83,7,92
2036,0022082,DECE1604,8,201808,3.1,2.55,Good Standing,,90,0,100
2037,0029344,DECE2301,1,202301,2.7,2.7,Good Standing,,19,71,21
2038,0029344,DECE2301,2,202306,2.96,2.78,Good Standing,,27,63,30
2039,0029344,DECE2301,3,202308,2.67,2.74,Good Standing,,43,47,48
2040,0029344,DECE2301,4,202401,2.12,2.57,Good Standing,,59,31,66
2041,0029344,DECE2301,5,202406,2.37,2.55,Good Standing,,67,23,74
2042,0029344,DECE2301,6,202408,2.6,2.56,Good Standing,,82,8,91
2043,0029344,DECE2301,7,202501,3.67,2.66,Good Standing,,90,0,100
2044,0028195,DECE2108,1,202108,3.52,3.52,Good Standing,Dean's List,18,72,20
2045,0028195,DECE2108,2,202201,3.09,3.31,Good Standing,,36,54,40
2046,0028195,DECE2108,3,202205,2.33,3.21,Good Standing,,40,50,44
2047,0028195,DECE2108,4,202208,3.24,3.22,Good Standing,,60,30,67
2048,0028195,DECE2108,5,202301,3.41,3.25,Good Standing,,76,14,84
2049,0028195,DECE2108,6,202306,3.34,3.26,Good Standing,,86,4,96
2050,0028195,DECE2108,7,202308,4,3.3,Good Standing,,90,0,100
2051,0021258,DECE1408,1,201408,3.42,3.42,Good Standing,,18,72,20
2052,0021258,DECE1408,2,201501,4,3.53,Good Standing,,26,64,29
2053,0021258,DECE1408,3,201504,3.45,3.5,Good Standing,,46,44,51
2054,0021258,DECE1408,4,201508,3.95,3.64,Good Standing,Dean's List,64,26,71
2055,0021258,DECE1408,5,201601,3.67,3.64,Good Standing,,68,22,76
2056,0021258,DECE1408,6,201604,3.78,3.68,Good Standing,Dean's List,86,4,96
2057,0021258,DECE1408,7,201608,3.67,3.68,Good Standing,,90,0,100
2058,0022085,DECE1604,1,201604,1.59,1.59,Warning,,11,79,12
2059,0022085,DECE1604,2,201608,2.38,2.39,Good Standing,,29,61,32
2060,0022085,DECE1604,3,201701,2.67,2.47,Good Standing,,38,52,42
2061,0022085,DECE1604,4,201704,2.5,2.48,Good Standing,,58,32,64
2062,0022085,DECE1604,5,201708,2.69,2.53,Good Standing,,74,16,82
2063,0022085,DECE1604,6,201801,3,2.56,Good Standing,,78,12,87
2064,0022085,DECE1604,7,201804,3.42,2.64,Good Standing,,86,4,96
2065,0022085,DECE1604,8,201808,3.67,2.7,Good Standing,,90,0,100
2066,0031239,DDB2501,1,202501,3.35,3.35,Good Standing,,17,73,19
2067,0031239,DDB2501,2,202506,3.37,3.36,Good Standing,,25,65,28
2068,0031332,DECE2506,1,202506,2.92,2.92,Good Standing,,0,90,0
2069,0029619,DECE2308,1,202308,3.39,3.39,Good Standing,,18,72,20
2070,0029619,DECE2308,2,202401,4,3.69,Good Standing,President's List,35,55,39
2071,0029619,DECE2308,3,202406,4,3.74,Good Standing,,43,47,48
2072,0029619,DECE2308,4,202408,3.87,3.78,Good Standing,Dean's List,58,32,64
2073,0029619,DECE2308,5,202501,3.86,3.79,Good Standing,Dean's List,74,16,82
2074,0029619,DECE2308,6,202506,3.88,3.8,Good Standing,,74,16,82
2075,0030141,DECE2401,1,202401,3.77,3.77,Good Standing,Dean's List,17,73,19
2076,0030141,DECE2401,2,202406,3.54,3.69,Good Standing,,25,65,28
2077,0030141,DECE2401,3,202408,3.63,3.67,Good Standing,Dean's List,43,47,48
2078,0030141,DECE2401,4,202501,3.75,3.69,Good Standing,Dean's List,59,31,66
2079,0030141,DECE2401,5,202506,3.63,3.68,Good Standing,,59,31,66
2080,0030539,DFT2406,1,202406,2.25,2.25,Good Standing,,8,82,9
2081,0030539,DFT2406,2,202408,1.41,1.68,Warning,,17,73,19
2082,0030539,DFT2406,3,202501,2.31,1.91,Good Standing,,31,59,34
2083,0030539,DFT2406,4,202506,2.2,2.08,Good Standing,,36,54,40
2084,0030162,DECE2401,1,202401,3.47,3.47,Good Standing,,17,73,19
2085,0030162,DECE2401,2,202406,2.75,3.24,Good Standing,,25,65,28
2086,0030162,DECE2401,3,202408,3.54,3.36,Good Standing,Dean's List,43,47,48
2087,0030162,DECE2401,4,202501,3.15,3.3,Good Standing,,59,31,66
2088,0030162,DECE2401,5,202506,3.13,3.28,Good Standing,,59,31,66
2089,0028271,DECE2108,1,202108,1.98,1.98,Warning,,15,75,17
2090,0027354,DECE2004,1,202004,3.93,3.93,Good Standing,Dean's List,17,73,19
2091,0027354,DECE2004,2,202008,3.62,3.79,Good Standing,Dean's List,35,55,39
2092,0027354,DECE2004,3,202101,3.86,3.82,Good Standing,Dean's List,52,38,58
2093,0027354,DECE2004,4,202105,3.33,3.78,Good Standing,,56,34,62
2094,0027354,DECE2004,5,202108,3.65,3.74,Good Standing,Dean's List,75,15,83
2095,0027354,DECE2004,6,202201,3.91,3.77,Good Standing,,86,4,96
2096,0027354,DECE2004,7,202205,4,3.78,Good Standing,,90,0,100
2097,0029869,DECE2308,1,202308,3.28,3.28,Good Standing,,18,72,20
2098,0029869,DECE2308,2,202401,3.71,3.48,Good Standing,Dean's List,35,55,39
2099,0029869,DECE2308,3,202406,3.54,3.49,Good Standing,,43,47,48
2100,0029869,DECE2308,4,202408,3.73,3.56,Good Standing,Dean's List,58,32,64
2101,0029869,DECE2308,5,202501,3.81,3.61,Good Standing,Dean's List,74,16,82
2102,0029869,DECE2308,6,202506,3.88,3.64,Good Standing,,74,16,82
2103,0023383,DECE1704,1,201704,2.02,2.02,Good Standing,,14,76,16
2104,0023383,DECE1704,2,201708,1.5,1.84,Warning,,25,65,28
2105,0023383,DECE1704,3,201801,1.44,1.74,Probation,,31,59,34
2106,0023383,DECE1704,4,201804,2.41,2.07,Good Standing,,47,43,52
2107,0023383,DECE1704,5,201808,2.44,2.27,Good Standing,,63,27,70
2108,0023383,DECE1704,6,201901,3.33,2.33,Good Standing,,67,23,74
2109,0023383,DECE1704,7,201904,2.07,2.35,Good Standing,,82,8,91
2110,0023383,DECE1704,8,201908,2.9,2.39,Good Standing,,91,0,100
2111,0021259,DECE1408,1,201408,2.52,2.52,Good Standing,,18,72,20
2112,0021259,DECE1408,2,201501,3.5,2.72,Good Standing,,26,64,29
2113,0021259,DECE1408,3,201504,2.73,2.72,Good Standing,,46,44,51
2114,0021259,DECE1408,4,201508,2.61,2.69,Good Standing,,64,26,71
2115,0021259,DECE1408,5,201601,2,2.64,Good Standing,,68,22,76
2116,0021259,DECE1408,6,201604,2.47,2.6,Good Standing,,83,7,92
2117,0021259,DECE1408,7,201608,2,2.62,Good Standing,,86,4,96
2118,0021259,DECE1408,8,201701,2.33,2.6,Good Standing,,90,0,100
2119,0029063,DDB2306,1,202306,3.46,3.58,Good Standing,,36,54,40
2120,0029063,DDB2306,2,202308,3.67,3.61,Good Standing,Dean's List,54,36,60
2121,0029063,DDB2306,3,202401,3.61,3.61,Good Standing,Dean's List,72,18,80
2122,0029063,DDB2306,4,202406,4,3.65,Good Standing,,80,10,89
2123,0029063,DDB2306,5,202408,3,3.61,Good Standing,,86,4,96
2124,0029063,DDB2306,6,202501,3.33,3.59,Good Standing,,90,0,100
2125,0029063,DFT2208,1,202208,3.59,3.59,Good Standing,Dean's List,17,73,19
2126,0029063,DFT2208,2,202301,3.78,3.69,Good Standing,Dean's List,34,56,38
2127,0020599,DECE1504,1,201504,3.33,3.33,Good Standing,,19,71,21
2128,0020599,DECE1504,2,201508,3.33,3.33,Good Standing,,37,53,41
2129,0020599,DECE1504,3,201601,3.67,3.37,Good Standing,,41,49,46
2130,0020599,DECE1504,4,201604,3.11,3.28,Good Standing,,59,31,66
2131,0020599,DECE1504,5,201608,3.42,3.32,Good Standing,,78,12,87
2132,0020599,DECE1504,6,201701,3.5,3.33,Good Standing,,86,4,96
2133,0020599,DECE1504,7,201704,3.67,3.35,Good Standing,,90,0,100
2134,0020455,DECE1501,1,201501,3.33,3.33,Good Standing,,9,81,10
2135,0020455,DECE1501,2,201504,3.31,3.32,Good Standing,,28,62,31
2136,0020455,DECE1501,3,201508,2.88,3.13,Good Standing,,50,40,56
2137,0020455,DECE1501,4,201601,3.33,3.15,Good Standing,,54,36,60
2138,0020455,DECE1501,5,201604,2.72,3.03,Good Standing,,72,18,80
2139,0020455,DECE1501,6,201608,3.67,3.15,Good Standing,Dean's List,89,1,99
2140,0020455,DECE1501,7,201701,3,3.14,Good Standing,,93,0,100
2141,0026271,DECE1904,1,201904,2.33,2.33,Good Standing,,17,73,19
2142,0026271,DECE1904,2,201908,2.18,2.25,Good Standing,,30,60,33
2143,0026271,DECE1904,3,202001,2.33,2.26,Good Standing,,34,56,38
2144,0026271,DECE1904,4,202004,2.35,2.34,Good Standing,,53,37,59
2145,0026271,DECE1904,5,202008,1.79,2.2,Warning,,67,23,74
2146,0026271,DECE1904,6,202101,2.67,2.34,Good Standing,,82,8,91
2147,0026271,DECE1904,7,202105,3.33,2.47,Good Standing,,85,5,94
2148,0026271,DECE1904,8,202108,3.78,2.6,Good Standing,,91,0,100
2149,0021204,DECE1308,1,201308,3.42,3.42,Good Standing,,16,74,18
2150,0021204,DECE1308,2,201401,3.33,3.39,Good Standing,,25,65,28
2151,0021204,DECE1308,3,201404,3.17,3.31,Good Standing,,44,46,49
2152,0021204,DECE1308,4,201408,3.14,3.26,Good Standing,,62,28,69
2153,0021204,DECE1308,5,201501,3.67,3.29,Good Standing,,66,24,73
2154,0021204,DECE1308,6,201504,3.37,3.31,Good Standing,,86,4,96
2155,0021204,DECE1308,7,201508,3.67,3.33,Good Standing,,90,0,100
2156,0022370,DECE1608,1,201608,3.67,3.67,Good Standing,Dean's List,16,74,18
2157,0022370,DECE1608,2,201701,3.56,3.62,Good Standing,,25,65,28
2158,0022370,DECE1608,3,201704,3.83,3.71,Good Standing,Dean's List,44,46,49
2159,0022370,DECE1608,4,201708,3.71,3.71,Good Standing,Dean's List,62,28,69
2160,0022370,DECE1608,5,201801,3,3.66,Good Standing,,66,24,73
2161,0022370,DECE1608,6,201804,3.65,3.66,Good Standing,Dean's List,86,4,96
2162,0022370,DECE1608,7,201808,3.67,3.66,Good Standing,,90,0,100
2163,0024513,DECE1804,1,201804,3.4,3.4,Good Standing,,18,72,20
2164,0024513,DECE1804,2,201808,3.19,3.29,Good Standing,,38,52,42
2165,0024513,DECE1804,3,201901,3.33,3.29,Good Standing,,42,48,47
2166,0024513,DECE1804,4,201904,3.31,3.3,Good Standing,,62,28,69
2167,0024513,DECE1804,5,201908,3.35,3.31,Good Standing,,79,11,88
2168,0024513,DECE1804,6,202001,3.63,3.34,Good Standing,,87,3,97
2169,0024513,DECE1804,7,202004,4,3.38,Good Standing,,91,0,100
2170,0029950,DECE2308,1,202308,2.37,2.37,Good Standing,,18,72,20
2171,0029950,DECE2308,2,202401,2.72,2.54,Good Standing,,35,55,39
2172,0029950,DECE2308,3,202406,2.42,2.52,Good Standing,,43,47,48
2173,0029950,DECE2308,4,202408,2.2,2.44,Good Standing,,58,32,64
2174,0029950,DECE2308,5,202501,2.56,2.46,Good Standing,,74,16,82
2175,0029950,DECE2308,6,202506,2.62,2.48,Good Standing,,74,16,82
2176,0022124,DECE1608,1,201608,3.17,3.17,Good Standing,,16,74,18
2177,0022124,DECE1608,2,201701,3,3.1,Good Standing,,25,65,28
2178,0022124,DECE1608,3,201704,3.31,3.19,Good Standing,,44,46,49
2179,0022124,DECE1608,4,201708,3.25,3.21,Good Standing,,65,25,72
2180,0022124,DECE1608,5,201801,3,3.19,Good Standing,,69,21,77
2181,0022124,DECE1608,6,201804,3.25,3.21,Good Standing,,89,1,99
2182,0022124,DECE1608,7,201808,3,3.2,Good Standing,,93,0,100
2183,0028285,DDB2108,1,202108,3,3,Good Standing,,17,73,19
2184,0028285,DDB2108,2,202201,3.13,3.07,Good Standing,,34,56,38
2185,0028285,DDB2108,3,202205,3,3.06,Good Standing,,43,47,48
2186,0028285,DDB2108,4,202208,3,3.04,Good Standing,,60,30,67
2187,0028285,DDB2108,5,202301,3.16,3.07,Good Standing,,79,11,88
2188,0028285,DDB2108,6,202306,3.56,3.13,Good Standing,,88,2,98
2189,0028285,DDB2108,7,202308,3.67,3.17,Good Standing,,94,0,100
2190,0031465,DFT2506,1,202506,3.13,3.13,Good Standing,,8,82,9
2191,0030017,DSW_PT2308,1,202308,3.91,3.91,Good Standing,,11,79,12
2192,0030017,DSW_PT2308,2,202401,3.88,3.9,Good Standing,,22,68,24
2193,0030017,DSW_PT2308,3,202406,3.8,3.88,Good Standing,,27,63,30
2194,0030017,DSW_PT2308,4,202408,4,3.91,Good Standing,,37,53,41
2195,0030017,DSW_PT2308,5,202501,3.08,3.71,Good Standing,,49,41,54
2196,0030017,DSW_PT2308,6,202506,4,3.73,Good Standing,,53,37,59
2197,0029628,DECE2308,1,202308,3.52,3.52,Good Standing,Dean's List,18,72,20
2198,0029628,DECE2308,2,202401,3.77,3.64,Good Standing,Dean's List,35,55,39
2199,0029628,DECE2308,3,202406,3.67,3.64,Good Standing,,43,47,48
2200,0029628,DECE2308,4,202408,3.53,3.62,Good Standing,Dean's List,58,32,64
2201,0029628,DECE2308,5,202501,3.52,3.59,Good Standing,Dean's List,74,16,82
2202,0029628,DECE2308,6,202506,3.75,3.61,Good Standing,,74,16,82
2203,0029541,DECE2301,1,202301,2.42,2.42,Good Standing,,19,71,21
2204,0029541,DECE2301,2,202306,2.63,2.48,Good Standing,,27,63,30
2205,0029541,DECE2301,3,202308,2.71,2.57,Good Standing,,43,47,48
2206,0029541,DECE2301,4,202401,1.75,2.34,Warning,,56,34,62
2207,0029541,DECE2301,5,202406,2.25,2.33,Good Standing,,64,26,71
2208,0029541,DECE2301,6,202408,2.17,2.3,Good Standing,,76,14,84
2209,0029541,DECE2301,7,202501,2.21,2.37,Good Standing,,87,3,97
2210,0023280,DECE1704,1,201704,3.79,3.79,Good Standing,Dean's List,17,73,19
2211,0023280,DECE1704,2,201708,3.63,3.7,Good Standing,Dean's List,36,54,40
2212,0023280,DECE1704,3,201801,4,3.73,Good Standing,,40,50,44
2213,0023280,DECE1704,4,201804,3.84,3.77,Good Standing,Dean's List,60,30,67
2214,0023280,DECE1704,5,201808,3.74,3.76,Good Standing,Dean's List,78,12,87
2215,0023280,DECE1704,6,201901,3.5,3.74,Good Standing,,86,4,96
2216,0023280,DECE1704,7,201904,3.67,3.74,Good Standing,,90,0,100
2217,0030318,DDM2401,1,202401,2.7,2.7,Good Standing,,11,79,12
2218,0030318,DDM2401,2,202406,2.67,2.69,Good Standing,,16,74,18
2219,0030318,DDM2401,3,202408,2.7,2.69,Good Standing,,27,63,30
2220,0030318,DDM2401,4,202501,2.95,2.79,Good Standing,,45,45,50
2221,0030318,DDM2401,5,202506,3.33,2.87,Good Standing,,53,37,59
2222,0023249,DECE1704,1,201704,3.41,3.41,Good Standing,,17,73,19
2223,0023249,DECE1704,2,201708,3.51,3.46,Good Standing,Dean's List,36,54,40
2224,0023249,DECE1704,3,201801,3.67,3.49,Good Standing,,40,50,44
2225,0023249,DECE1704,4,201804,3.5,3.49,Good Standing,Dean's List,61,29,68
2226,0023249,DECE1704,5,201808,3.48,3.49,Good Standing,,79,11,88
2227,0023249,DECE1704,6,201901,3.5,3.49,Good Standing,,87,3,97
2228,0023249,DECE1704,7,201904,3.67,3.5,Good Standing,,91,0,100
2229,0031002,DECE2501,1,202501,2.61,2.61,Good Standing,,17,73,19
2230,0031002,DECE2501,2,202506,2.67,2.63,Good Standing,,17,73,19
2231,0027780,DSW_PT2101,1,202101,3.89,3.89,Good Standing,,11,79,12
2232,0027780,DSW_PT2101,2,202105,4,3.92,Good Standing,,16,74,18
2233,0027780,DSW_PT2101,3,202108,3.71,3.83,Good Standing,,27,63,30
2234,0027780,DSW_PT2101,4,202201,4,3.89,Good Standing,,37,53,41
2235,0027780,DSW_PT2101,5,202205,4,3.9,Good Standing,,41,49,46
2236,0027780,DSW_PT2101,6,202208,4,3.92,Good Standing,,50,40,56
2237,0027780,DSW_PT2101,7,202301,3.39,3.8,Good Standing,,62,28,69
2238,0027780,DSW_PT2101,8,202305,4,3.82,Good Standing,,68,22,76
2239,0027780,DSW_PT2101,9,202308,3.56,3.78,Good Standing,Dean's List,80,10,89
2240,0027780,DSW_PT2101,10,202401,4,3.8,Good Standing,,90,0,100
2241,0029305,DECE2301,1,202301,3.44,3.44,Good Standing,,19,71,21
2242,0029305,DECE2301,2,202306,3.63,3.49,Good Standing,,27,63,30
2243,0029305,DECE2301,3,202308,3.54,3.51,Good Standing,Dean's List,43,47,48
2244,0029305,DECE2301,4,202401,3.63,3.54,Good Standing,Dean's List,59,31,66
2245,0029305,DECE2301,5,202406,3.17,3.5,Good Standing,,67,23,74
2246,0029305,DECE2301,6,202408,3.73,3.54,Good Standing,Dean's List,82,8,91
2247,0029305,DECE2301,7,202501,4,3.58,Good Standing,,90,0,100
2248,0021260,DECE1408,1,201408,3.17,3.17,Good Standing,,18,72,20
2249,0021260,DECE1408,2,201501,3.84,3.3,Good Standing,,26,64,29
2250,0021260,DECE1408,3,201504,3.26,3.28,Good Standing,,46,44,51
2251,0021260,DECE1408,4,201508,3.67,3.41,Good Standing,Dean's List,64,26,71
2252,0021260,DECE1408,5,201601,3.67,3.42,Good Standing,,68,22,76
2253,0021260,DECE1408,6,201604,3.67,3.48,Good Standing,Dean's List,86,4,96
2254,0021260,DECE1408,7,201608,3.67,3.49,Good Standing,,90,0,100
2255,0026465,DECE1908,1,201908,4,4,Good Standing,President's List,18,72,20
2256,0026465,DECE1908,2,202001,3.88,3.96,Good Standing,,26,64,29
2257,0026465,DECE1908,3,202004,3.92,3.94,Good Standing,Dean's List,44,46,49
2258,0026465,DECE1908,4,202008,3.88,3.92,Good Standing,Dean's List,63,27,70
2259,0026465,DECE1908,5,202101,4,3.94,Good Standing,President's List,82,8,91
2260,0026465,DECE1908,6,202105,4,3.94,Good Standing,,86,4,96
2261,0026465,DECE1908,7,202108,4,3.95,Good Standing,,90,0,100
2262,0020683,DECE1504,1,201504,3.54,3.54,Good Standing,Dean's List,19,71,21
2263,0020683,DECE1504,2,201508,3.48,3.51,Good Standing,,37,53,41
2264,0020683,DECE1504,3,201601,3,3.45,Good Standing,,41,49,46
2265,0020683,DECE1504,4,201604,3.5,3.47,Good Standing,Dean's List,59,31,66
2266,0020683,DECE1504,5,201608,3.44,3.46,Good Standing,,78,12,87
2267,0020683,DECE1504,6,201701,3.17,3.44,Good Standing,,86,4,96
2268,0020683,DECE1504,7,201704,3.33,3.43,Good Standing,,90,0,100
2269,0021317,DECE1508,1,201508,3.25,3.25,Good Standing,,18,72,20
2270,0021317,DECE1508,2,201601,4,3.55,Good Standing,,26,64,29
2271,0021317,DECE1508,3,201604,4,4,Good Standing,President's List,43,47,48
2272,0021317,DECE1508,4,201608,3.82,3.94,Good Standing,Dean's List,60,30,67
2273,0021317,DECE1508,5,201701,4,3.94,Good Standing,,64,26,71
2274,0021317,DECE1508,6,201704,4,3.96,Good Standing,President's List,80,10,89
2275,0021317,DECE1508,7,201708,3.78,3.93,Good Standing,,89,1,99
2276,0021317,DECE1508,8,201801,4,3.94,Good Standing,,93,0,100
2277,0027619,DECE2101,1,202101,4,4,Good Standing,President's List,18,72,20
2278,0027619,DECE2101,2,202105,4,4,Good Standing,,27,63,30
2279,0027619,DECE2101,3,202108,4,4,Good Standing,President's List,44,46,49
2280,0027619,DECE2101,4,202201,3.8,3.93,Good Standing,Dean's List,64,26,71
2281,0027619,DECE2101,5,202205,3.67,3.91,Good Standing,,68,22,76
2282,0027619,DECE2101,6,202208,3.96,3.92,Good Standing,Dean's List,87,3,97
2283,0027619,DECE2101,7,202301,4,3.93,Good Standing,,91,0,100
2284,0026081,DSW_PT1904,1,201904,3.78,3.78,Good Standing,,11,79,12
